ID_val,Verbatim,Area,SubArea
16871,Directions are inaccurate and Iâ€™m forced to use my telephone for directions,Navigation,Route Guidance
2173,Frequently does not work so calls are missed when in car,Bluetooth,Connection Loss
11827,Difficult to put in locations,Navigation,Destination Input
5405,Doesnt understand numbers when trying to tell the navigation an addresss,Voice Recognition,Poor Recognition
6662,not able to use voice commands easily as system is not understanding the words,Voice Recognition,Poor Recognition
14504,"clock is available on satnav screen, only under certain setups/screens.  would be great to have clock visible at all times, regardless of screen.   better yet, if clock was in the instrument cluster at all times.",Driver Notifications,Customer Expectation
12441,"It doesn't have our street address in the map. It is a new development, so I guess it is too new for the map. Sometimes it directs us to the wrong location, but that has ony happened a few times.",Navigation,Out Dated
11755,You have to enter too much data.  It needs to be more like Google maps.  the screen is hard to type on.,Navigation,Destination Input
4464,Does not interpret voice commands correctly.,Voice Recognition,Poor Recognition
19063,When people call me they think the phone doesn't connect. All they hear is static or like a dropped call. Can not receive any calls. (Copied from AEN97): Just the static in the radio and not being able to receive incoming calls.,Bluetooth,Dropped Call
5547,"Sometimes it recognizes my command, sometimes it doesnt",Voice Recognition,Poor Recognition
16319,"Whenever I plug my iPhone in the car automatically starts playing the song library on it.  If I use Waze on my iPhone, every time Waze issues a direction the car then starts playing the iPhone song library, even if I was previously listening to radio/CD.",Radio,Other
17959,Car play connection issue between iphone and car system,Apple Car Play,Stability
16148,I have had satellite radio in my 3 previous vehicles with no problem.  Once in a while there is a bit of static & I feel the signal is disrupted easily,XM Radio,Poor Reception
21039,Should be on steering wheel. Instead located in info-nav,Additional Switches,Poor Location
2563,"On the drive home from the dealership my cellphone went in and out of onboard system; works on occasion, mostly does not pair up from cellphone to car's bluetooth.",Bluetooth,Connection Loss
9204,It requires very specific words to recognize the address,Voice Recognition,Poor Recognition
15392,having issues pairing spouses phone and my phone doesn't always connect automatically,Bluetooth,Won't/Slow Connect
16116,(Copied from AEN97): The radio seems to fade out. We have Sirius XM radio - so I should not be losing the service,XM Radio,Poor Reception
11811,"can not find restraunts, addresses, and points of intrest in citys that I'm in. even if I manually enter. It wants to take me to another state.",Navigation,Destination Input
1455,"1. The iPhone will cycle between the bluetooth connection and the handeset.  Frequency is about 1.5-2 seconds. This is an intermittent problem.2. When using Apple Car Play an app (Waze or Navigation) will have audible guidance and after it is finished the system will turn on media in the phone.  The driver has to manually change the system back to radio.3. There are some apps that do not run with Apple Car Play.  Glympse, stops use of the phone to allow use on the touch screen, but the touch screen doesn't allow use of Glympse.",Bluetooth,Connection Loss
16083,The signal for Satellite availability is scrambled when the vehicle is in an interior place.  Cadillac is aware of the problem but has no fix/bulletin on the issue.,XM Radio,Poor Reception
11716,"I find it hard to enter a new destination, system does not offer an easy way to save destinations, voice menu does not work that clearly. Traffic indicators are not easy to read. Can't get Android Auto to work, but expect it is an Android issue and not MB. But since Navigation system is hard to use and not having cell phone navigation is a serious downfall.",Navigation,Destination Input
8000,I was going to see if it happens more and more. I only have 2000 miles on it and I do not drive it every day. The truck sometimes has trouble understanding my country accent.,Voice Recognition,Poor Recognition
1796,Phone randomly dropped by Bluetooth.,Bluetooth,Connection Loss
13084,"(Copied from AEN97): My phone is paired with the car, and works to make calls, but doesn't always come up as an option to listen to music from.  I sometimes have to turn my phone on/off to get the car to recognize it in the music section.",Bluetooth,Audio Streaming/Distortion
15862,Onscreen menu is too complicated.,Radio,DTU
18666,"(Copied from AEN97): The entertainment main screen the back up camera display was intermittently would not disply, the screen was black with no video but did display ark with back up approximate direction. Several days later it begain to work on its own.",Display,Black Screen
20736,i can not sync my galaxy s7 android to this 2017 kia soul it will only pair with ciri iPhone device (apple) and i was never told this at the time of purchase window sticker states Bluetooth technology. please help! (Copied from AEN97): cannot use the Bluetooth i have an android phone and radio cannot be changed because of the way car was made.,Bluetooth,Compatibility
19342,(Copied from AEN97): Entertainment sound quality is poor at best!,Audio,Bad sound Quality
17858,Cannot keep a consistent connection with Apple CarPlay,Apple Car Play,Stability
15966,"Too many choices to efficiently use internet radio or i heart radio...so I stay with SiriusXM.  Can't use Apple CarPlay without """"leaving"""" computer system/navigation map",Radio,DTU
10851,"The system ask for too much information, and it has to be in a specific order",Navigation,DTU
